temperature,humidity,cr
24.7,40.25,5.0
24.7,40.02,4.0
24.7,39.7,5.0
24.7,40.1,1.0
24.7,40.1,2.0
24.7,40.3,5.0
24.7,40.1,4.0
24.75,40.05,4.0
24.8,40.05,3.0
24.8,39.95,2.0
24.8,39.98,3.0
24.8,39.8,2.0
24.8,39.3,3.0
24.8,39.55,2.0
24.8,39.83,3.0
24.8,39.95,2.0
24.8,40.0,3.0
24.8,39.95,4.0
24.9,40.1,1.0
24.9,40.0,2.0
24.9,39.9,3.0
24.9,39.95,3.0
24.9,39.25,5.0
24.9,39.65,2.0
24.9,39.62,3.0
24.95,39.7,2.0
25.0,39.65,1.0
25.0,39.62,4.0
25.0,39.55,4.0
25.0,39.2,1.0
25.0,39.3,1.0
25.0,39.4,1.0
25.0,39.5,5.0
25.0,39.35,3.0
25.0,39.42,4.0
25.0,39.4,5.0
25.0,39.55,2.0
25.0,39.52,5.0
25.0,39.0,4.0
25.0,39.35,4.0
25.0,39.38,5.0
25.0,39.45,3.0
25.0,39.55,4.0
25.0,39.47,4.0
25.0,39.55,5.0
25.0,39.6,5.0
25.0,39.45,3.0
25.0,39.53,2.0
25.0,39.45,1.0
25.1,39.5,3.0
25.1,39.45,5.0
25.1,39.5,3.0
25.1,39.3,1.0
25.1,39.3,2.0
25.15,39.35,1.0
25.1,39.4,2.0
25.2,39.3,5.0
25.2,39.3,5.0
25.2,39.35,3.0
25.2,39.25,5.0
25.2,39.28,3.0
25.2,39.3,3.0
25.2,39.35,1.0
25.2,39.38,2.0
25.2,38.95,3.0
25.2,39.4,2.0
25.2,39.35,3.0
25.2,39.3,3.0
25.2,39.45,1.0
25.2,39.2,2.0
25.2,39.2,5.0
25.2,39.25,2.0
25.2,39.15,3.0
25.2,39.17,1.0
25.2,39.2,2.0
25.2,39.25,5.0
25.2,39.28,4.0
25.2,39.4,5.0
25.3,39.55,2.0
25.25,39.2,4.0
25.28,39.3,5.0
25.3,39.35,1.0
25.3,39.4,1.0
25.3,39.35,2.0
25.3,39.35,3.0
25.3,38.3,2.0
25.3,38.75,3.0
25.35,39.25,5.0
25.4,39.2,4.0
25.4,38.9,5.0
25.4,39.15,2.0
25.4,38.65,1.0
25.4,39.05,3.0
25.4,38.58,5.0
25.4,39.05,3.0
25.4,38.95,5.0
25.4,38.92,5.0
25.4,39.0,5.0
25.4,39.0,3.0
25.4,39.0,1.0
25.4,38.9,5.0
25.4,38.85,5.0
25.4,38.88,5.0
25.4,38.9,5.0
25.4,38.8,4.0
25.4,38.9,4.0
25.5,38.95,1.0
25.45,38.55,3.0
25.45,39.2,2.0
25.48,39.3,5.0
25.5,38.8,1.0
25.45,39.1,2.0
25.48,39.1,5.0
25.5,38.95,2.0
25.5,38.95,2.0
25.5,38.88,1.0
25.5,38.75,3.0
25.5,38.8,5.0
25.5,38.75,5.0
25.5,38.72,2.0
25.5,38.75,1.0
25.5,38.7,1.0
25.5,38.8,3.0
25.6,38.2,5.0
25.5,38.65,4.0
25.5,38.72,4.0
25.5,38.65,4.0
25.5,38.6,3.0
25.5,38.8,3.0
25.5,38.85,2.0
25.5,38.85,5.0
25.5,38.9,3.0
25.5,38.35,4.0
25.5,38.75,1.0
25.5,38.9,3.0
25.55,38.8,1.0
25.55,38.75,2.0
25.6,38.85,2.0
25.6,38.78,3.0
25.6,38.3,3.0
25.6,38.65,2.0
25.6,38.6,5.0
25.6,38.5,1.0
25.6,38.6,2.0
25.6,38.35,5.0
25.6,37.98,1.0
25.6,38.65,2.0
25.6,38.65,1.0
25.6,38.58,4.0
25.6,38.55,3.0
25.6,38.45,2.0
25.6,38.4,1.0
25.6,38.4,4.0
25.6,37.95,1.0
25.6,38.4,3.0
25.6,38.45,2.0
25.6,38.4,5.0
25.6,38.4,1.0
25.6,38.45,5.0
25.6,38.45,3.0
25.6,38.3,2.0
25.6,38.4,2.0
25.6,38.3,1.0
25.6,38.2,2.0
25.6,38.3,4.0
25.6,38.25,2.0
25.6,38.35,5.0
25.6,37.7,3.0
25.6,37.95,2.0
25.6,38.25,4.0
25.6,37.85,4.0
25.6,37.98,1.0
25.6,38.15,1.0
25.6,38.25,3.0
25.6,38.3,3.0
25.6,38.3,2.0
25.6,38.25,3.0
25.6,38.3,5.0
25.6,38.3,4.0
25.6,37.8,5.0
25.6,38.35,1.0
25.55,38.38,4.0
25.5,37.95,1.0
25.5,38.5,5.0
25.5,38.4,2.0
25.5,38.45,5.0
25.5,38.45,3.0
25.5,38.5,2.0
25.5,38.45,2.0
25.5,38.5,3.0
25.4,38.4,4.0
25.4,38.5,4.0
25.4,38.5,4.0
25.4,38.05,2.0
25.4,38.8,5.0
25.4,38.8,5.0
25.4,38.8,3.0
25.4,38.8,5.0
25.4,38.8,1.0
25.4,38.85,2.0
25.4,38.4,3.0
25.4,38.8,4.0
25.4,38.85,5.0
25.4,38.9,1.0
25.4,38.9,5.0
25.4,38.85,3.0
25.45,38.8,3.0
25.45,38.75,3.0
25.48,38.78,2.0
25.5,38.9,4.0
25.5,38.9,4.0
25.5,38.85,4.0
25.5,38.85,4.0
25.5,38.6,3.0
25.5,38.7,3.0
25.5,38.7,1.0
25.5,38.5,2.0
25.5,38.05,5.0
25.55,38.25,2.0
25.6,38.55,4.0
25.6,38.02,2.0
25.6,38.45,1.0
25.6,38.5,3.0
25.6,38.45,1.0
25.6,38.42,2.0
25.6,38.4,1.0
25.6,38.4,2.0
25.6,38.5,1.0
25.6,38.45,5.0
25.6,38.45,5.0
25.6,38.42,5.0
25.6,38.05,2.0
25.65,38.35,1.0
25.67,38.42,1.0
25.7,38.3,3.0
25.7,38.25,3.0
25.7,38.4,2.0
25.7,38.4,5.0
25.7,38.4,1.0
25.7,38.35,4.0
25.7,38.33,5.0
25.7,38.4,5.0
25.7,38.25,1.0
25.7,38.33,3.0
25.7,38.35,5.0
25.7,38.35,3.0
25.7,37.88,5.0
25.7,38.35,1.0
25.7,38.33,1.0
25.7,38.15,2.0
25.7,37.72,4.0
25.7,38.1,4.0
25.7,38.2,5.0
25.75,38.2,4.0
25.8,38.2,1.0
25.8,38.35,4.0
25.8,38.38,5.0
25.8,38.45,2.0
25.8,38.3,3.0
25.8,38.2,4.0
25.8,38.45,1.0
25.8,38.2,2.0
25.8,37.85,1.0
25.8,38.03,3.0
25.8,38.25,4.0
25.8,38.25,1.0
25.8,38.17,4.0
25.8,38.05,3.0
25.8,38.1,3.0
25.8,38.15,4.0
25.8,38.0,4.0
25.8,38.0,2.0
25.8,37.95,1.0
25.8,37.9,2.0
25.8,38.1,5.0
25.8,37.75,3.0
25.8,37.92,2.0
25.8,38.05,2.0
25.9,37.55,4.0
25.9,37.78,1.0
25.9,37.85,5.0
25.85,37.6,4.0
25.88,37.75,4.0
25.9,37.8,1.0
25.9,37.75,4.0
25.9,36.85,1.0
25.9,37.33,5.0
25.9,37.8,5.0
25.9,37.75,3.0
25.9,37.48,3.0
25.9,37.25,2.0
25.9,37.8,3.0
25.9,37.75,2.0
25.9,37.5,1.0
25.9,37.65,3.0
25.9,37.55,5.0
25.9,37.42,5.0
25.9,37.55,5.0
25.9,37.5,3.0
25.9,37.45,4.0
25.9,37.6,1.0
25.5,37.65,5.0
25.5,38.2,3.0
25.5,38.15,3.0
25.6,38.5,1.0
25.8,37.45,4.0
25.8,37.8,2.0
25.8,37.4,4.0
25.8,37.5,2.0
25.9,37.55,3.0
25.85,37.0,1.0
25.9,37.6,1.0
25.9,37.5,5.0
25.7,37.8,1.0
25.6,38.3,1.0
25.7,37.4,2.0
25.6,38.15,2.0
24.5,40.6,4.0
24.2,41.1,4.0
24.1,41.95,2.0
24.1,42.1,3.0
24.0,42.25,3.0
24.2,42.1,5.0
24.9,40.45,2.0
25.45,39.75,2.0
25.6,39.5,5.0
25.5,39.65,5.0
25.6,39.35,5.0
25.6,39.85,3.0
25.6,39.1,4.0
25.4,39.35,1.0
25.4,39.4,5.0
25.6,39.7,3.0
25.6,38.95,3.0
25.6,39.4,2.0
25.6,39.2,1.0
25.6,40.55,3.0
25.3,40.4,3.0
25.05,41.2,4.0
25.1,41.2,3.0
25.4,40.3,2.0
25.4,40.4,5.0
25.6,39.85,1.0
25.7,39.7,1.0
25.6,40.3,1.0
25.6,40.1,4.0
25.6,40.6,1.0
25.5,40.5,1.0
25.4,40.3,4.0
25.5,40.05,1.0
25.5,39.5,4.0
25.4,40.4,2.0
25.4,40.75,3.0
25.4,40.75,2.0
25.5,40.5,3.0
25.5,40.55,5.0
25.4,40.5,3.0
25.3,40.6,1.0
25.4,40.6,5.0
25.4,40.7,5.0
25.6,43.45,5.0
26.0,42.85,4.0
26.0,42.82,4.0
26.0,42.84,5.0
26.0,42.83,4.0
26.0,42.75,5.0
26.0,42.78,5.0
26.0,42.76,4.0
26.0,42.77,4.0
26.0,42.76,5.0
26.0,42.76,5.0
26.0,42.76,4.0
26.0,42.76,4.0
26.1,42.65,5.0
26.1,42.62,4.0
26.1,42.64,5.0
26.1,42.63,4.0
26.1,42.64,5.0
26.1,42.64,5.0
26.2,42.2,5.0
26.2,42.5,4.0
26.2,42.45,5.0
26.2,42.4,4.0
26.2,42.4,5.0
26.2,42.4,4.0
26.2,42.4,5.0
26.2,42.4,4.0
26.2,42.4,5.0
26.2,42.4,4.0
26.2,42.4,5.0
26.2,42.4,4.0
26.2,42.4,5.0
26.2,42.4,4.0
26.2,42.4,5.0
26.3,42.3,4.0
26.3,42.25,5.0
26.3,42.35,5.0
26.3,42.3,4.0
26.3,42.3,5.0
26.3,42.2,4.0
26.2,42.35,4.0
26.3,42.3,5.0
26.3,42.35,5.0
26.3,42.35,5.0
26.3,42.32,5.0
26.3,42.31,5.0
26.3,42.3,5.0
26.35,42.4,5.0
26.4,42.3,5.0
26.4,42.3,4.0
26.4,42.3,4.0
26.4,42.3,4.0
26.4,42.3,4.0
26.4,42.3,4.0
26.4,42.3,4.0
26.4,42.3,4.0
26.4,42.3,4.0
26.4,42.3,5.0
26.4,42.3,4.0
26.4,42.3,5.0
26.4,42.3,5.0
26.4,42.3,5.0
26.4,42.3,5.0
26.4,42.3,5.0
26.4,42.3,4.0
26.4,42.3,4.0
26.4,42.3,4.0
26.4,42.3,5.0
26.5,41.7,5.0
26.5,41.85,5.0
26.5,42.03,5.0
26.5,42.12,4.0
26.5,42.11,5.0
26.4,42.15,5.0
26.4,42.25,4.0
26.4,41.9,4.0
26.4,42.25,5.0
26.3,43.05,4.0
26.3,43.2,5.0
26.3,42.85,4.0
26.3,42.1,4.0
26.3,42.75,4.0
26.3,42.2,4.0
26.3,41.95,4.0
26.3,42.5,5.0
26.3,42.45,5.0
26.3,42.55,4.0
26.3,42.6,5.0
26.3,42.7,5.0
26.3,42.7,4.0
26.3,42.2,5.0
26.3,42.8,4.0
26.3,42.75,4.0
26.3,42.35,4.0
26.3,42.1,4.0
26.3,42.7,5.0
26.3,42.45,5.0
26.3,42.7,5.0
26.3,42.65,5.0
26.3,42.25,4.0
26.3,42.7,4.0
26.3,42.85,4.0
26.3,42.7,5.0
26.3,42.7,4.0
26.3,42.6,5.0
26.4,42.45,5.0
26.4,42.85,5.0
26.4,42.75,4.0
26.4,42.6,4.0
26.4,42.8,5.0
26.4,42.8,5.0
26.4,42.75,4.0
26.4,42.5,4.0
26.4,42.6,4.0
26.4,42.7,4.0
26.4,42.65,5.0
26.4,42.55,4.0
26.4,42.55,5.0
26.4,42.55,4.0
26.4,42.8,5.0
26.35,42.85,4.0
26.4,42.85,4.0
26.4,42.45,5.0
26.4,42.95,4.0
26.4,42.9,4.0
26.4,42.8,5.0
26.4,42.8,4.0
26.4,42.8,5.0
26.4,42.65,5.0
26.4,42.25,4.0
26.4,42.9,4.0
26.4,42.35,5.0
26.4,42.65,5.0
26.4,42.5,5.0
26.4,42.65,4.0
26.4,42.8,5.0
26.4,42.65,4.0
26.4,42.68,5.0
26.5,42.55,5.0
26.6,42.4,5.0
26.6,42.3,5.0
26.6,42.2,4.0
26.7,42.15,4.0
26.6,42.15,5.0
26.6,42.4,5.0
26.5,42.35,5.0
26.4,42.05,5.0
26.4,42.6,5.0
26.4,42.35,4.0
26.3,42.3,4.0
26.2,42.4,4.0
26.2,43.0,5.0
26.2,42.95,5.0
26.1,43.0,4.0
26.1,43.1,5.0
26.1,43.2,4.0
26.05,43.3,5.0
26.1,43.3,5.0
26.0,43.3,5.0
26.0,43.45,4.0
26.0,43.4,5.0
26.0,43.4,5.0
26.0,43.55,4.0
25.95,43.55,5.0
25.9,43.55,5.0
25.9,43.45,5.0
25.9,43.2,4.0
25.9,43.6,5.0
25.9,43.55,4.0
25.9,43.5,4.0
25.9,43.6,5.0
25.9,43.7,5.0
25.8,43.7,4.0
25.8,43.65,4.0
25.9,43.65,5.0
25.9,43.7,5.0
25.9,43.2,5.0
25.85,43.7,5.0
25.9,43.6,4.0
25.9,43.4,4.0
25.9,43.6,5.0
25.9,43.65,5.0
25.9,43.6,5.0
25.9,43.6,4.0
25.9,43.6,4.0
25.9,43.2,4.0
25.9,43.5,5.0
25.9,43.55,5.0
25.9,43.05,5.0
25.9,43.35,5.0
25.9,43.6,5.0
25.9,43.5,5.0
25.9,43.5,5.0
25.9,43.5,5.0
25.9,43.4,4.0
25.9,43.55,4.0
25.95,43.5,5.0
25.95,43.55,4.0
25.95,43.55,4.0
25.9,43.55,4.0
25.9,42.95,5.0
25.9,42.75,4.0
25.9,43.45,4.0
25.9,43.5,5.0
25.9,43.45,5.0
25.95,43.6,4.0
26.0,43.35,4.0
26.0,43.5,5.0
26.0,43.25,5.0
26.0,43.35,5.0
26.0,43.45,5.0
26.0,43.4,5.0
26.0,43.45,5.0
26.0,43.4,5.0
26.0,43.35,5.0
26.0,43.35,4.0
26.0,42.95,4.0
26.0,43.35,5.0
26.0,43.4,5.0
26.0,43.45,4.0
26.0,43.0,5.0
26.0,43.35,4.0
26.0,43.3,4.0
26.0,43.4,5.0
26.0,43.3,5.0
26.0,43.3,5.0
26.0,43.2,4.0
25.95,43.4,4.0
26.0,43.3,4.0
26.0,43.35,4.0
26.0,43.5,5.0
26.0,43.35,5.0
26.0,43.6,5.0
26.0,43.25,5.0
26.0,43.55,4.0
26.0,43.5,4.0
26.0,43.05,5.0
26.0,43.1,4.0
26.0,43.55,5.0
26.0,43.45,5.0
25.95,43.35,4.0
26.0,42.95,4.0
26.0,43.5,5.0
26.0,43.4,4.0
26.0,43.45,4.0
26.0,43.4,5.0
26.0,43.45,5.0
26.0,43.35,5.0
26.0,43.45,4.0
26.0,43.45,4.0
26.0,42.9,4.0
26.0,43.35,5.0
26.0,43.4,5.0
26.0,43.45,5.0
26.1,43.4,5.0
26.1,43.2,5.0
26.1,43.2,4.0
26.1,43.2,5.0
26.1,43.1,4.0
26.2,43.1,5.0
26.2,43.05,5.0
26.2,43.05,5.0
26.2,42.9,4.0
26.2,43.15,5.0
26.2,43.25,4.0
26.15,43.1,4.0
26.1,43.0,4.0
26.2,43.1,4.0
26.2,42.5,4.0
26.25,43.0,5.0
26.35,43.05,4.0
26.4,43.0,4.0
26.4,42.85,5.0
26.4,42.6,5.0
26.5,42.45,4.0
26.6,42.25,5.0
26.65,42.3,5.0
26.8,41.9,4.0
26.9,41.65,4.0
26.95,41.7,4.0
26.95,41.7,4.0
27.0,41.7,5.0
27.0,41.15,5.0
27.0,41.75,5.0
27.0,41.6,5.0
27.0,41.6,4.0
27.0,41.65,5.0
26.95,41.85,4.0
26.9,42.0,5.0
26.9,42.3,4.0
26.9,41.95,4.0
26.8,42.3,4.0
26.8,41.9,4.0
26.8,41.9,4.0
26.8,42.4,4.0
26.8,42.15,5.0
26.8,42.55,4.0
26.8,42.2,4.0
26.8,42.6,4.0
26.8,42.75,4.0
26.9,42.75,5.0
26.9,42.75,4.0
26.9,42.35,4.0
26.9,42.8,5.0
26.9,42.95,5.0
26.9,42.7,5.0
26.9,42.1,4.0
26.9,42.5,4.0
26.9,42.35,4.0
26.8,42.3,5.0
26.8,42.6,5.0
26.8,42.65,4.0
26.9,42.7,5.0
26.9,42.55,5.0
26.9,42.9,5.0
26.9,42.9,4.0
26.9,42.4,4.0
26.9,42.85,4.0
26.9,42.2,5.0
26.9,42.7,4.0
26.9,42.8,4.0
26.9,43.0,4.0
26.9,43.1,5.0
26.9,42.6,4.0
26.9,43.1,5.0
26.9,42.6,4.0
26.85,43.1,5.0
26.9,43.15,5.0
26.85,43.2,5.0
26.9,43.2,4.0
26.9,43.2,4.0
26.85,43.35,5.0
26.85,43.35,4.0
26.85,43.4,4.0
26.8,43.2,5.0
26.8,42.7,4.0
26.8,42.15,5.0
26.8,43.2,4.0
26.8,42.3,4.0
26.8,42.8,4.0
26.9,43.4,4.0
26.9,42.9,5.0
26.9,43.3,4.0
26.9,42.95,5.0
26.9,43.05,5.0
26.9,43.15,5.0
26.9,43.25,5.0
26.85,43.4,5.0
26.85,43.4,5.0
26.9,43.4,4.0
26.9,43.5,5.0
26.9,43.35,4.0
26.9,43.35,5.0
26.9,43.05,5.0
26.9,43.25,4.0
27.0,42.75,4.0
27.0,43.4,5.0
27.0,43.4,4.0
27.0,43.45,5.0
27.0,43.35,4.0
27.0,43.2,4.0
27.0,43.2,5.0
27.0,42.6,4.0
27.0,43.5,5.0
27.0,43.55,4.0
27.0,43.4,5.0
27.0,43.25,4.0
27.0,42.25,5.0
27.0,43.2,4.0
27.0,43.35,5.0
27.0,42.85,4.0
27.0,42.8,4.0
27.0,43.4,5.0
27.0,43.2,4.0
27.0,43.4,5.0
26.9,43.25,5.0
26.7,42.6,5.0
26.4,43.7,4.0
26.1,44.15,5.0
25.75,44.55,5.0
25.4,45.45,5.0
25.05,45.6,4.0
24.95,45.35,4.0
24.75,46.1,5.0
24.65,45.75,4.0
24.45,46.55,4.0
24.2,47.0,4.0
24.0,47.3,5.0
23.9,47.45,4.0
23.8,47.75,5.0
23.8,47.7,5.0
23.7,47.75,5.0
23.6,47.55,4.0
23.6,47.75,4.0
23.45,48.2,5.0
23.4,48.3,5.0
23.4,48.6,4.0
23.35,49.15,4.0
23.3,49.0,4.0
23.3,49.65,4.0
23.4,49.3,5.0
23.5,49.55,4.0
23.5,49.45,5.0
23.5,49.4,5.0
23.6,49.3,4.0
23.6,49.2,4.0
23.7,49.1,5.0
23.8,48.4,5.0
23.8,48.65,5.0
23.9,48.5,5.0
24.0,48.4,4.0
24.0,48.45,4.0
24.1,48.2,5.0
24.2,48.1,5.0
24.3,47.3,4.0
24.35,47.85,5.0
24.4,47.1,4.0
24.5,47.65,5.0
24.6,47.4,4.0
24.7,47.55,4.0
24.8,47.1,5.0
24.9,46.95,5.0
25.0,46.7,5.0
25.0,46.45,5.0
25.1,46.3,4.0
25.1,46.2,5.0
25.2,45.95,5.0
25.3,45.85,4.0
25.3,45.8,4.0
25.35,45.8,5.0
25.4,45.85,4.0
25.4,45.9,4.0
25.4,45.85,5.0
25.5,45.85,5.0
25.5,45.55,4.0
25.6,45.2,5.0
25.6,45.5,4.0
25.7,45.4,5.0
25.7,45.25,5.0
25.8,45.1,4.0
25.8,44.95,4.0
25.9,44.8,5.0
26.0,44.65,5.0
26.1,44.15,5.0
26.1,43.15,4.0
26.1,44.15,5.0
26.15,44.3,5.0
26.2,44.15,4.0
26.3,43.8,4.0
26.4,43.7,4.0
26.4,43.7,4.0
26.45,43.15,4.0
26.5,43.45,5.0
26.6,43.35,5.0
26.6,43.0,4.0
26.6,43.2,5.0
26.5,43.3,4.0
26.55,43.3,5.0
26.6,43.15,4.0
26.6,43.15,5.0
26.6,43.15,4.0
26.65,43.1,5.0
26.7,42.65,4.0
26.7,42.95,5.0
26.7,42.9,4.0
26.6,43.1,5.0
26.6,43.0,4.0
26.6,43.1,5.0
26.6,42.4,4.0
26.5,43.2,5.0
26.5,43.4,4.0
26.5,43.15,5.0
26.4,43.5,5.0
26.4,43.6,4.0
26.4,43.55,5.0
26.4,43.0,4.0
26.45,43.65,5.0
26.5,43.5,5.0
26.5,43.5,4.0
26.6,43.4,4.0
26.6,43.4,5.0
26.6,43.35,5.0
26.6,43.2,4.0
26.6,43.2,4.0
26.6,43.35,4.0
26.6,43.3,4.0
26.6,43.2,4.0
26.6,43.2,5.0
26.6,42.75,5.0
26.6,43.25,4.0
26.5,43.25,5.0
26.5,43.35,4.0
26.5,42.6,5.0
26.5,43.5,5.0
26.5,45.8,4.0
26.4,47.15,5.0
26.1,46.55,4.0
25.8,45.7,4.0
25.65,45.4,4.0
25.5,45.4,5.0
25.4,45.3,5.0
25.25,46.05,5.0
25.0,46.8,4.0
24.9,46.9,5.0
24.65,47.25,4.0
24.45,47.2,4.0
24.4,47.15,4.0
24.3,46.6,4.0
24.2,47.5,4.0
24.05,47.55,4.0
23.9,47.9,4.0
23.8,48.05,4.0
23.6,48.2,4.0
23.55,48.05,5.0
23.45,48.2,5.0
23.35,48.25,4.0
23.25,48.2,5.0
23.15,47.8,5.0
23.1,48.35,4.0
23.1,48.3,4.0
23.0,47.9,5.0
23.0,48.45,5.0
22.9,48.35,5.0
22.9,48.25,5.0
22.9,48.25,5.0
22.8,47.45,5.0
22.8,48.0,4.0
22.7,47.95,5.0
22.6,48.15,4.0
22.6,47.9,4.0
22.4,47.85,5.0
22.4,48.1,5.0
22.3,48.4,4.0
22.2,48.5,5.0
22.2,48.55,4.0
22.1,48.4,4.0
22.1,48.55,5.0
22.1,48.55,4.0
22.0,48.55,4.0
21.9,48.6,4.0
21.9,48.65,4.0
21.8,49.0,5.0
21.8,48.7,5.0
21.8,48.65,5.0
21.8,48.2,5.0
21.8,48.25,5.0
21.8,48.65,5.0
21.7,48.25,4.0
21.7,48.55,5.0
21.7,48.55,4.0
